Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
UA,4/25/2022,2027,N879UA,IAD,23:37,0:09,70,64,32,0:04,5,32,0,0,0,0
UA,4/26/2022,1041,N401UA,DEN,15:06,15:53,198,185,47,15:48,5,47,0,0,0,0
UA,4/26/2022,1185,N882UA,ORD,21:59,21:37,113,98,-22,21:33,4,0,0,0,0,0
UA,4/26/2022,2027,N839UA,IAD,23:37,0:54,70,59,77,0:49,5,2,0,0,0,75
UA,4/27/2022,1041,N462UA,DEN,15:06,15:00,198,196,-6,14:48,12,0,0,0,0,0
UA,4/27/2022,1185,N878UA,ORD,21:59,21:41,113,100,-18,21:35,6,0,0,0,0,0
UA,4/27/2022,2027,N825UA,IAD,23:37,23:54,70,63,17,23:48,6,17,0,0,0,0
UA,4/28/2022,1041,N823UA,DEN,15:06,15:57,198,200,51,15:54,3,49,0,2,0,0
UA,4/28/2022,1185,N899UA,ORD,21:59,21:42,113,101,-17,21:38,4,0,0,0,0,0
UA,4/28/2022,2027,N898UA,IAD,23:37,23:53,70,71,16,23:47,6,4,0,1,0,11
UA,4/29/2022,1041,N427UA,DEN,15:06,15:06,198,198,0,15:03,3,0,0,0,0,0
UA,4/29/2022,1185,N802UA,ORD,21:59,21:38,113,105,-21,21:34,4,0,0,0,0,0
UA,4/29/2022,2027,N455UA,IAD,23:37,23:54,70,65,17,23:49,5,17,0,0,0,0
UA,4/30/2022,1041,N824UA,DEN,15:11,15:02,202,201,-9,14:58,4,0,0,0,0,0
UA,4/30/2022,1185,N878UA,ORD,20:58,1:34,113,119,276,1:30,4,11,0,6,0,259
UA,4/30/2022,2027,N848UA,IAD,23:37,0:07,70,69,30,0:02,5,30,0,0,0,0
UA,4/30/2022,2267,N413UA,EWR,22:57,23:07,72,61,10,23:02,5,0,0,0,0,0
UA,5/1/2022,1041,N832UA,DEN,15:11,15:04,202,195,-7,14:59,5,0,0,0,0,0
UA,5/1/2022,1185,N821UA,ORD,22:04,21:57,113,111,-7,21:44,13,0,0,0,0,0
UA,5/1/2022,2027,N851UA,IAD,23:37,0:14,70,58,37,0:08,6,0,0,0,0,37
UA,5/2/2022,1041,N405UA,DEN,15:06,14:59,198,189,-7,14:53,6,0,0,0,0,0
UA,5/2/2022,1185,N878UA,ORD,21:59,21:37,113,102,-22,21:32,5,0,0,0,0,0
UA,5/2/2022,2027,N849UA,IAD,23:37,23:30,70,68,-7,23:24,6,0,0,0,0,0
UA,5/3/2022,1041,N470UA,DEN,15:06,15:01,198,193,-5,14:57,4,0,0,0,0,0
UA,5/3/2022,1185,N815UA,ORD,21:59,21:28,113,91,-31,21:24,4,0,0,0,0,0
UA,5/3/2022,2027,N829UA,IAD,23:37,23:32,70,62,-5,23:27,5,0,0,0,0,0
UA,5/4/2022,1041,N452UA,DEN,15:06,15:00,198,189,-6,14:55,5,0,0,0,0,0
UA,5/4/2022,1185,N808UA,ORD,21:59,22:05,113,97,6,22:01,4,0,0,0,0,0
UA,5/4/2022,2027,N839UA,IAD,23:37,23:28,70,66,-9,23:22,6,0,0,0,0,0
UA,5/5/2022,1041,N497UA,DEN,15:06,14:51,198,187,-15,14:45,6,0,0,0,0,0
UA,5/5/2022,1185,N848UA,ORD,22:25,22:09,113,114,-16,22:01,8,0,0,0,0,0
UA,5/6/2022,652,N406UA,DEN,15:09,15:04,198,193,-5,15:01,3,0,0,0,0,0
UA,5/6/2022,2051,N27205,ORD,20:57,20:42,111,98,-15,20:37,5,0,0,0,0,0
UA,5/7/2022,652,N460UA,DEN,15:09,14:58,198,192,-11,14:50,8,0,0,0,0,0
UA,5/7/2022,2051,N833UA,ORD,20:51,20:45,111,99,-6,20:40,5,0,0,0,0,0
UA,5/8/2022,652,N409UA,DEN,15:09,15:02,198,193,-7,14:55,7,0,0,0,0,0
UA,5/8/2022,2051,N435UA,ORD,20:51,22:06,111,100,75,22:01,5,75,0,0,0,0
UA,5/9/2022,652,N423UA,DEN,15:09,14:59,198,185,-10,14:53,6,0,0,0,0,0
UA,5/9/2022,2051,N890UA,ORD,20:51,20:36,111,101,-15,20:29,7,0,0,0,0,0
UA,5/10/2022,652,N452UA,DEN,15:09,15:03,198,194,-6,14:58,5,0,0,0,0,0
UA,5/10/2022,2051,N822UA,ORD,20:51,21:19,111,106,28,21:16,3,28,0,0,0,0
UA,5/11/2022,652,N479UA,DEN,15:09,15:15,198,202,6,15:09,6,0,0,0,0,0
UA,5/11/2022,2051,N815UA,ORD,20:51,21:24,111,137,33,21:20,4,0,0,26,0,7
UA,5/12/2022,652,N423UA,DEN,15:09,15:36,198,225,27,15:33,3,0,0,27,0,0
UA,5/12/2022,2051,N848UA,ORD,20:51,20:56,111,104,5,20:50,6,0,0,0,0,0
UA,5/13/2022,652,N407UA,DEN,15:09,15:23,198,217,14,15:19,4,0,0,0,0,0
UA,5/13/2022,2051,N834UA,ORD,20:51,20:43,111,107,-8,20:39,4,0,0,0,0,0
UA,5/14/2022,652,N479UA,DEN,15:09,15:03,198,193,-6,14:58,5,0,0,0,0,0
UA,5/14/2022,2051,N826UA,ORD,20:51,21:04,111,101,13,21:01,3,0,0,0,0,0
UA,5/15/2022,652,N465UA,DEN,15:09,15:11,198,200,2,14:56,15,0,0,0,0,0
UA,5/15/2022,2051,N848UA,ORD,20:51,20:42,111,112,-9,20:33,9,0,0,0,0,0
UA,5/16/2022,652,N472UA,DEN,15:09,15:47,198,206,38,15:42,5,0,0,8,0,30
UA,5/16/2022,2051,N882UA,ORD,20:51,20:49,111,111,-2,20:44,5,0,0,0,0,0
UA,5/17/2022,652,N485UA,DEN,15:09,15:05,198,197,-4,15:00,5,0,0,0,0,0
UA,5/17/2022,2051,N882UA,ORD,20:51,20:38,111,101,-13,20:34,4,0,0,0,0,0
UA,5/18/2022,652,N452UA,DEN,15:09,14:59,198,193,-10,14:53,6,0,0,0,0,0
UA,5/18/2022,2051,N829UA,ORD,20:51,20:49,111,106,-2,20:45,4,0,0,0,0,0
UA,5/19/2022,652,N403UA,DEN,15:09,15:12,198,207,3,14:56,16,0,0,0,0,0
UA,5/19/2022,2051,N457UA,ORD,20:51,21:24,111,99,33,21:20,4,33,0,0,0,0
UA,5/20/2022,652,N460UA,DEN,15:09,15:49,198,180,40,15:45,4,6,0,0,0,34
UA,5/20/2022,2051,N892UA,ORD,20:51,20:42,111,103,-9,20:38,4,0,0,0,0,0
UA,5/21/2022,652,,DEN,15:09,0:00,198,0,0,0:00,0,0,0,0,0,0
UA,5/21/2022,2051,N892UA,ORD,20:51,0:30,111,109,219,0:25,5,219,0,0,0,0
UA,5/22/2022,652,N489UA,DEN,15:09,15:15,198,190,6,15:10,5,0,0,0,0,0
UA,5/22/2022,2051,N873UA,ORD,20:51,20:33,111,97,-18,20:27,6,0,0,0,0,0
UA,5/23/2022,652,N488UA,DEN,15:09,15:28,198,220,19,14:56,32,0,0,19,0,0
UA,5/23/2022,2051,N873UA,ORD,20:51,20:36,111,98,-15,20:30,6,0,0,0,0,0
UA,5/24/2022,652,N435UA,DEN,15:09,15:08,198,195,-1,14:54,14,0,0,0,0,0
UA,5/24/2022,2051,N818UA,ORD,20:51,20:40,111,103,-11,20:35,5,0,0,0,0,0
UA,5/25/2022,652,N485UA,DEN,15:09,15:22,198,190,13,15:12,10,0,0,0,0,0
UA,5/25/2022,2051,N803UA,ORD,20:51,21:37,111,117,46,21:33,4,0,0,6,0,40
UA,5/26/2022,652,N488UA,DEN,15:09,15:00,198,199,-9,14:55,5,0,0,0,0,0
UA,5/26/2022,2051,N834UA,ORD,20:51,21:04,111,125,13,21:00,4,0,0,0,0,0
UA,5/27/2022,652,N433UA,DEN,15:09,15:02,198,197,-7,14:57,5,0,0,0,0,0
UA,5/27/2022,2051,N829UA,ORD,20:51,20:44,111,106,-7,20:38,6,0,0,0,0,0
UA,5/28/2022,652,N448UA,DEN,15:09,15:12,198,203,3,15:07,5,0,0,0,0,0
UA,5/28/2022,2051,N853UA,ORD,20:51,20:52,111,108,1,20:48,4,0,0,0,0,0
UA,5/29/2022,652,N404UA,DEN,15:09,15:19,198,212,10,15:03,16,0,0,0,0,0
UA,5/29/2022,2051,N899UA,ORD,20:51,20:50,111,112,-1,20:45,5,0,0,0,0,0
UA,5/30/2022,652,N404UA,DEN,15:09,15:21,198,207,12,15:16,5,0,0,0,0,0
UA,5/30/2022,2051,N828UA,ORD,20:51,20:50,111,108,-1,20:46,4,0,0,0,0,0
UA,5/31/2022,652,N404UA,DEN,15:09,15:21,198,214,12,14:53,28,0,0,0,0,0
UA,5/31/2022,2051,N899UA,ORD,20:51,21:47,111,95,56,21:43,4,1,0,0,0,55
UA,6/1/2022,652,N489UA,DEN,15:09,16:18,198,0,0,16:14,4,0,0,0,0,0
UA,6/1/2022,2051,N890UA,ORD,20:51,20:28,111,91,-23,20:24,4,0,0,0,0,0
UA,6/2/2022,652,N489UA,DEN,15:09,15:20,198,187,11,15:16,4,0,0,0,0,0
UA,6/2/2022,2051,N833UA,ORD,20:51,20:36,111,98,-15,20:31,5,0,0,0,0,0
UA,6/3/2022,604,N835UA,DEN,15:07,14:56,199,187,-11,14:51,5,0,0,0,0,0
UA,6/3/2022,1503,N29717,ORD,23:59,23:40,114,99,-19,23:33,7,0,0,0,0,0
UA,6/3/2022,2615,N807UA,IAD,23:37,23:35,75,68,-2,23:31,4,0,0,0,0,0
UA,6/4/2022,604,N835UA,DEN,15:07,15:06,199,201,-1,14:59,7,0,0,0,0,0
UA,6/4/2022,1503,N14704,ORD,0:14,0:21,114,100,7,0:10,11,0,0,0,0,0
UA,6/4/2022,2615,N827UA,IAD,23:37,0:11,75,67,34,0:06,5,34,0,0,0,0
UA,6/5/2022,212,N494UA,ORD,0:08,23:56,114,108,-12,23:51,5,0,0,0,0,0
UA,6/5/2022,604,N835UA,DEN,15:07,15:03,199,197,-4,14:56,7,0,0,0,0,0
UA,6/5/2022,2615,N418UA,IAD,23:37,23:40,75,76,3,23:35,5,0,0,0,0,0
UA,6/6/2022,604,N820UA,DEN,15:07,15:03,199,199,-4,14:55,8,0,0,0,0,0
UA,6/6/2022,1503,N69813,ORD,23:59,0:23,114,110,24,0:18,5,18,0,0,0,6
UA,6/6/2022,2615,N874UA,IAD,23:37,23:44,75,78,7,23:40,4,0,0,0,0,0
UA,6/7/2022,604,N852UA,DEN,15:07,14:47,199,185,-20,14:42,5,0,0,0,0,0
UA,6/7/2022,1503,N24702,ORD,23:59,23:58,114,110,-1,23:50,8,0,0,0,0,0
UA,6/7/2022,2615,N834UA,IAD,23:37,23:31,75,75,-6,23:26,5,0,0,0,0,0
UA,6/8/2022,604,N852UA,DEN,15:07,14:44,199,185,-23,14:39,5,0,0,0,0,0
UA,6/8/2022,1503,N24702,ORD,23:59,23:47,114,100,-12,23:44,3,0,0,0,0,0
UA,6/8/2022,2615,N823UA,IAD,23:37,0:32,75,93,55,0:27,5,0,0,18,0,37
UA,6/9/2022,604,N818UA,DEN,15:07,15:12,199,205,5,15:07,5,0,0,0,0,0
UA,6/9/2022,1503,N14731,ORD,23:59,23:56,114,98,-3,23:52,4,0,0,0,0,0
UA,6/9/2022,2615,N882UA,IAD,23:37,23:24,75,66,-13,23:17,7,0,0,0,0,0
UA,6/10/2022,604,N895UA,DEN,15:07,15:01,199,192,-6,14:56,5,0,0,0,0,0
UA,6/10/2022,1503,N27734,ORD,23:59,23:42,114,103,-17,23:37,5,0,0,0,0,0
UA,6/10/2022,2615,N808UA,IAD,23:37,23:47,75,61,10,23:40,7,0,0,0,0,0
UA,6/11/2022,604,N849UA,DEN,15:07,15:04,199,204,-3,14:59,5,0,0,0,0,0
UA,6/11/2022,1503,N24736,ORD,0:14,23:55,114,99,-19,23:47,8,0,0,0,0,0
UA,6/11/2022,2615,N39423,IAD,23:37,23:24,75,68,-13,23:18,6,0,0,0,0,0
UA,6/12/2022,212,N466UA,ORD,0:08,0:17,114,92,9,0:09,8,0,0,0,0,0
UA,6/12/2022,604,N829UA,DEN,15:07,14:52,199,187,-15,14:46,6,0,0,0,0,0
UA,6/12/2022,2615,N803UA,IAD,23:37,0:10,75,82,33,0:04,6,0,0,11,0,22
UA,6/13/2022,604,N877UA,DEN,15:07,14:59,199,198,-8,14:53,6,0,0,0,0,0
UA,6/13/2022,1503,N24702,ORD,23:59,0:26,114,109,27,0:19,7,0,24,0,0,3
UA,6/13/2022,2615,N803UA,IAD,23:37,0:33,75,66,56,0:23,10,56,0,0,0,0
UA,6/14/2022,604,N414UA,DEN,15:07,16:20,199,195,73,16:12,8,16,0,0,0,57
UA,6/14/2022,1503,N17730,ORD,23:59,23:57,114,115,-2,23:52,5,0,0,0,0,0
UA,6/14/2022,2615,N409UA,IAD,23:37,23:28,75,65,-9,23:20,8,0,0,0,0,0
UA,6/15/2022,604,N418UA,DEN,15:07,14:52,199,189,-15,14:47,5,0,0,0,0,0
UA,6/15/2022,1503,N17730,ORD,23:59,23:47,114,96,-12,23:42,5,0,0,0,0,0
UA,6/15/2022,2615,N854UA,IAD,23:37,23:35,75,74,-2,23:31,4,0,0,0,0,0
UA,6/16/2022,604,N898UA,DEN,15:07,14:55,199,187,-12,14:48,7,0,0,0,0,0
UA,6/16/2022,1503,N27724,ORD,23:59,0:08,114,98,9,23:59,9,0,0,0,0,0
UA,6/16/2022,2615,N827UA,IAD,23:37,23:57,75,86,20,23:52,5,9,0,11,0,0
UA,6/17/2022,604,N820UA,DEN,15:07,15:13,199,197,6,15:08,5,0,0,0,0,0
UA,6/17/2022,1503,N13716,ORD,23:59,23:57,114,108,-2,23:53,4,0,0,0,0,0
UA,6/17/2022,2615,N485UA,IAD,23:37,23:49,75,64,12,23:44,5,0,0,0,0,0
UA,6/18/2022,604,N820UA,DEN,15:07,15:05,199,200,-2,15:00,5,0,0,0,0,0
UA,6/18/2022,1503,N15712,ORD,0:14,0:04,114,105,-10,23:59,5,0,0,0,0,0
UA,6/18/2022,2615,N69839,IAD,23:37,23:30,75,73,-7,23:24,6,0,0,0,0,0
UA,6/19/2022,212,N61898,ORD,0:08,23:51,114,99,-17,23:46,5,0,0,0,0,0
UA,6/19/2022,604,N819UA,DEN,15:07,15:19,199,213,12,15:16,3,0,0,0,0,0
UA,6/19/2022,2615,N892UA,IAD,23:37,23:39,75,76,2,23:32,7,0,0,0,0,0
UA,6/20/2022,604,N802UA,DEN,15:07,15:08,199,205,1,15:02,6,0,0,0,0,0
UA,6/20/2022,1503,N23707,ORD,23:59,23:45,114,104,-14,23:37,8,0,0,0,0,0
UA,6/20/2022,2615,N821UA,IAD,23:37,23:27,75,69,-10,23:22,5,0,0,0,0,0
UA,6/21/2022,604,N891UA,DEN,15:07,15:03,199,197,-4,14:58,5,0,0,0,0,0
UA,6/21/2022,1503,N16732,ORD,23:59,23:30,114,93,-29,23:27,3,0,0,0,0,0
UA,6/21/2022,2615,N872UA,IAD,23:37,23:26,75,71,-11,23:20,6,0,0,0,0,0
UA,6/22/2022,604,N895UA,DEN,15:07,15:00,199,192,-7,14:55,5,0,0,0,0,0
UA,6/22/2022,1503,,ORD,23:59,0:00,114,0,0,0:00,0,0,0,0,0,0
UA,6/22/2022,2615,,IAD,23:37,0:00,75,0,0,0:00,0,0,0,0,0,0
UA,6/23/2022,604,N844UA,DEN,15:07,14:50,199,187,-17,14:45,5,0,0,0,0,0
UA,6/23/2022,2113,N37465,ORD,0:14,0:13,114,101,-1,0:10,3,0,0,0,0,0
UA,6/23/2022,2615,N12754,IAD,23:37,23:52,75,94,15,23:20,32,0,0,15,0,0
UA,6/24/2022,288,N465UA,ORD,16:50,16:39,115,107,-11,16:35,4,0,0,0,0,0
UA,6/24/2022,604,N848UA,DEN,15:04,17:10,199,203,126,17:06,4,0,0,4,0,122
UA,6/24/2022,1503,N57439,ORD,23:59,0:02,114,103,3,23:57,5,0,0,0,0,0
UA,6/24/2022,2615,N829UA,IAD,23:35,23:40,73,66,5,23:35,5,0,0,0,0,0
UA,6/25/2022,535,N68823,ORD,0:15,0:04,114,112,-11,23:59,5,0,0,0,0,0
UA,6/25/2022,604,N828UA,DEN,15:04,15:11,199,204,7,15:07,4,0,0,0,0,0
UA,6/25/2022,2615,N401UA,IAD,23:35,23:24,73,59,-11,23:20,4,0,0,0,0,0
UA,6/26/2022,288,N429UA,ORD,16:50,16:39,115,99,-11,16:34,5,0,0,0,0,0
UA,6/26/2022,604,N839UA,DEN,15:04,15:00,199,195,-4,14:52,8,0,0,0,0,0
UA,6/26/2022,1503,N69885,ORD,23:59,23:57,114,100,-2,23:52,5,0,0,0,0,0
UA,6/26/2022,2615,N408UA,IAD,23:35,5:28,73,60,353,5:22,6,0,0,0,0,353
UA,6/27/2022,288,N850UA,ORD,16:50,16:34,115,103,-16,16:29,5,0,0,0,0,0
UA,6/27/2022,604,,DEN,15:04,0:00,199,0,0,0:00,0,0,0,0,0,0
UA,6/27/2022,1503,N69804,ORD,23:59,0:10,114,95,11,0:05,5,0,0,0,0,0
UA,6/27/2022,2615,N880UA,IAD,23:35,23:21,73,60,-14,23:17,4,0,0,0,0,0
UA,6/28/2022,288,,ORD,16:50,0:00,115,0,0,0:00,0,0,0,0,0,0
UA,6/28/2022,604,N889UA,DEN,15:04,14:51,199,194,-13,14:45,6,0,0,0,0,0
UA,6/28/2022,1503,N38454,ORD,23:59,23:51,114,106,-8,23:46,5,0,0,0,0,0
UA,6/28/2022,2615,N812UA,IAD,23:35,23:18,73,58,-17,23:13,5,0,0,0,0,0
UA,6/29/2022,288,N402UA,ORD,16:50,17:11,115,122,21,16:46,25,0,0,7,0,14
UA,6/29/2022,604,N846UA,DEN,15:04,15:08,199,196,4,15:03,5,0,0,0,0,0
UA,6/29/2022,1503,N37470,ORD,23:59,23:40,114,99,-19,23:29,11,0,0,0,0,0
UA,6/29/2022,2615,N68836,IAD,23:35,23:27,73,69,-8,23:20,7,0,0,0,0,0
UA,6/30/2022,288,N802UA,ORD,16:50,16:34,115,102,-16,16:29,5,0,0,0,0,0
UA,6/30/2022,604,N892UA,DEN,15:04,15:00,199,196,-4,14:55,5,0,0,0,0,0
UA,6/30/2022,1503,N69839,ORD,23:59,23:39,114,91,-20,23:35,4,0,0,0,0,0
UA,6/30/2022,2615,N835UA,IAD,23:35,23:30,73,70,-5,23:24,6,0,0,0,0,0
UA,7/1/2022,288,N804UA,ORD,16:53,16:46,115,109,-7,16:41,5,0,0,0,0,0
UA,7/1/2022,604,N892UA,DEN,15:04,14:45,199,184,-19,14:40,5,0,0,0,0,0
UA,7/1/2022,1503,N75432,ORD,23:59,0:18,114,104,19,0:12,6,5,0,0,0,14
UA,7/1/2022,2615,N827UA,IAD,23:35,1:08,73,76,93,1:02,6,1,0,3,0,89
UA,7/2/2022,535,N39416,ORD,0:15,0:14,114,101,-1,0:09,5,0,0,0,0,0
UA,7/2/2022,604,N833UA,DEN,15:04,14:54,199,190,-10,14:48,6,0,0,0,0,0
UA,7/2/2022,2615,N801UA,IAD,23:35,1:04,73,70,89,1:00,4,0,42,0,0,47
UA,7/3/2022,288,N453UA,ORD,16:53,16:32,115,99,-21,16:26,6,0,0,0,0,0
UA,7/3/2022,604,N465UA,DEN,15:04,15:21,199,195,17,15:15,6,17,0,0,0,0
UA,7/3/2022,1503,N75432,ORD,23:59,23:34,114,91,-25,23:28,6,0,0,0,0,0
UA,7/3/2022,2615,N850UA,IAD,23:35,23:59,73,74,24,23:45,14,23,0,1,0,0
UA,7/4/2022,288,,ORD,16:53,0:00,115,0,0,0:00,0,0,0,0,0,0
UA,7/4/2022,604,N895UA,DEN,15:04,14:57,199,194,-7,14:53,4,0,0,0,0,0
UA,7/4/2022,1503,N66814,ORD,23:59,23:53,114,109,-6,23:48,5,0,0,0,0,0
UA,7/4/2022,2615,N848UA,IAD,23:35,0:15,73,86,40,23:50,25,24,0,13,0,3
UA,7/5/2022,288,N417UA,ORD,16:53,16:52,115,89,-1,16:48,4,0,0,0,0,0
UA,7/5/2022,604,N882UA,DEN,15:04,15:00,199,186,-4,14:56,4,0,0,0,0,0
UA,7/5/2022,1503,N66828,ORD,23:59,0:38,114,119,39,0:33,5,0,34,5,0,0
UA,7/5/2022,2615,N821UA,IAD,23:35,23:42,73,65,7,23:36,6,0,0,0,0,0
UA,7/6/2022,288,N427UA,ORD,16:53,16:34,115,98,-19,16:27,7,0,0,0,0,0
UA,7/6/2022,604,N811UA,DEN,15:04,19:04,199,228,240,18:53,11,0,0,240,0,0
UA,7/6/2022,1503,N69829,ORD,23:59,23:56,114,114,-3,23:42,14,0,0,0,0,0
UA,7/6/2022,2615,N815UA,IAD,23:35,23:30,73,72,-5,23:26,4,0,0,0,0,0
UA,7/7/2022,288,N819UA,ORD,16:53,16:38,115,100,-15,16:33,5,0,0,0,0,0
UA,7/7/2022,604,N895UA,DEN,15:04,15:01,199,196,-3,14:55,6,0,0,0,0,0
UA,7/7/2022,1503,N77430,ORD,23:59,23:40,114,98,-19,23:30,10,0,0,0,0,0
UA,7/7/2022,2615,N826UA,IAD,23:35,23:27,73,67,-8,23:23,4,0,0,0,0,0
UA,7/8/2022,288,N837UA,ORD,16:53,16:35,115,100,-18,16:30,5,0,0,0,0,0
UA,7/8/2022,604,N894UA,DEN,15:04,14:51,199,186,-13,14:45,6,0,0,0,0,0
UA,7/8/2022,1503,N37474,ORD,23:59,23:48,114,108,-11,23:35,13,0,0,0,0,0
UA,7/8/2022,2615,N834UA,IAD,23:35,23:26,73,67,-9,23:21,5,0,0,0,0,0
UA,7/9/2022,535,N75436,ORD,0:15,0:17,114,105,2,0:11,6,0,0,0,0,0
UA,7/9/2022,604,N894UA,DEN,15:04,15:05,199,201,1,15:01,4,0,0,0,0,0
UA,7/9/2022,2615,N451UA,IAD,23:35,0:13,73,65,38,0:07,6,0,0,0,0,38
UA,7/10/2022,288,N452UA,ORD,16:53,16:30,115,105,-23,16:19,11,0,0,0,0,0
UA,7/10/2022,604,N846UA,DEN,15:04,15:05,199,201,1,14:59,6,0,0,0,0,0
UA,7/10/2022,1503,N62884,ORD,23:59,23:46,114,99,-13,23:41,5,0,0,0,0,0
UA,7/10/2022,2615,N804UA,IAD,23:35,23:20,73,67,-15,23:15,5,0,0,0,0,0
UA,7/11/2022,288,,ORD,16:53,0:00,115,0,0,0:00,0,0,0,0,0,0
UA,7/11/2022,604,N846UA,DEN,15:04,14:48,199,187,-16,14:44,4,0,0,0,0,0
UA,7/11/2022,1503,N66893,ORD,23:59,23:40,114,100,-19,23:34,6,0,0,0,0,0
UA,7/11/2022,2615,N813UA,IAD,23:35,23:20,73,67,-15,23:14,6,0,0,0,0,0
UA,7/12/2022,288,N850UA,ORD,16:53,16:38,115,98,-15,16:32,6,0,0,0,0,0
UA,7/12/2022,604,N846UA,DEN,15:04,14:54,199,196,-10,14:38,16,0,0,0,0,0
UA,7/12/2022,1503,N66831,ORD,23:59,0:01,114,102,2,23:56,5,0,0,0,0,0
UA,7/12/2022,2615,N829UA,IAD,23:35,3:38,73,61,243,3:33,5,243,0,0,0,0
UA,7/13/2022,288,N898UA,ORD,16:53,17:05,115,127,12,17:01,4,0,0,0,0,0
UA,7/13/2022,604,N896UA,DEN,15:04,14:51,199,190,-13,14:46,5,0,0,0,0,0
UA,7/13/2022,1503,N68452,ORD,23:59,23:46,114,103,-13,23:41,5,0,0,0,0,0
UA,7/13/2022,2615,N832UA,IAD,23:35,0:13,73,67,38,0:07,6,0,38,0,0,0
UA,7/14/2022,288,N890UA,ORD,16:53,16:59,115,102,6,16:55,4,0,0,0,0,0
UA,7/14/2022,604,N818UA,DEN,15:04,14:59,199,201,-5,14:56,3,0,0,0,0,0
UA,7/14/2022,1503,N69847,ORD,23:59,23:47,114,101,-12,23:41,6,0,0,0,0,0
UA,7/14/2022,2615,N895UA,IAD,23:35,23:28,73,67,-7,23:23,5,0,0,0,0,0
UA,7/15/2022,288,N891UA,ORD,16:53,17:36,115,104,43,17:31,5,0,0,0,0,43
UA,7/15/2022,604,N898UA,DEN,15:04,15:22,199,220,18,15:17,5,0,0,18,0,0
UA,7/15/2022,1503,N69826,ORD,23:59,1:09,114,91,70,1:04,5,5,0,0,0,65
UA,7/15/2022,2615,N835UA,IAD,23:35,23:12,73,56,-23,23:09,3,0,0,0,0,0
UA,7/16/2022,535,N37422,ORD,0:15,0:13,114,115,-2,0:06,7,0,0,0,0,0
UA,7/16/2022,604,N834UA,DEN,15:04,15:04,199,199,0,14:59,5,0,0,0,0,0
UA,7/16/2022,2615,N845UA,IAD,23:35,23:26,73,74,-9,23:21,5,0,0,0,0,0
UA,7/17/2022,288,N34460,ORD,16:48,16:37,113,107,-11,16:33,4,0,0,0,0,0
UA,7/17/2022,604,N837UA,DEN,15:04,14:45,199,189,-19,14:34,11,0,0,0,0,0
UA,7/17/2022,1503,N63890,ORD,23:59,23:38,114,100,-21,23:33,5,0,0,0,0,0
UA,7/17/2022,2615,N846UA,IAD,23:35,1:30,73,73,115,1:24,6,0,115,0,0,0
UA,7/18/2022,288,N825UA,ORD,16:53,16:37,115,103,-16,16:32,5,0,0,0,0,0
UA,7/18/2022,604,N815UA,DEN,15:04,15:12,199,209,8,15:04,8,0,0,0,0,0
UA,7/18/2022,1503,N63899,ORD,23:59,0:06,114,108,7,0:01,5,0,0,0,0,0
UA,7/18/2022,2615,N829UA,IAD,23:35,0:33,73,118,58,0:13,20,3,0,45,0,10
UA,7/19/2022,288,N816UA,ORD,16:53,16:49,115,115,-4,16:43,6,0,0,0,0,0
UA,7/19/2022,604,N899UA,DEN,15:04,15:04,199,199,0,14:55,9,0,0,0,0,0
UA,7/19/2022,1503,N37470,ORD,23:59,23:51,114,107,-8,23:41,10,0,0,0,0,0
UA,7/19/2022,2615,N449UA,IAD,23:35,23:34,73,71,-1,23:29,5,0,0,0,0,0
UA,7/20/2022,288,N831UA,ORD,16:53,17:57,115,123,64,17:52,5,1,0,8,0,55
UA,7/20/2022,604,N889UA,DEN,15:04,14:49,199,187,-15,14:43,6,0,0,0,0,0
UA,7/20/2022,1503,N68823,ORD,23:59,23:57,114,104,-2,23:51,6,0,0,0,0,0
UA,7/20/2022,2615,N879UA,IAD,23:35,23:21,73,63,-14,23:16,5,0,0,0,0,0
UA,7/21/2022,288,N816UA,ORD,16:53,16:31,115,97,-22,16:27,4,0,0,0,0,0
UA,7/21/2022,604,N832UA,DEN,15:04,15:18,199,191,14,15:13,5,0,0,0,0,0
UA,7/21/2022,1503,N53442,ORD,23:59,0:16,114,116,17,0:09,7,15,0,2,0,0
UA,7/21/2022,2615,N896UA,IAD,23:35,23:29,73,73,-6,23:23,6,0,0,0,0,0
UA,7/22/2022,288,N801UA,ORD,16:53,16:32,115,99,-21,16:26,6,0,0,0,0,0
UA,7/22/2022,604,N838UA,DEN,15:04,14:50,199,193,-14,14:43,7,0,0,0,0,0
UA,7/22/2022,1503,N39416,ORD,23:59,0:48,114,130,49,0:42,6,33,0,16,0,0
UA,7/22/2022,2615,N846UA,IAD,23:35,23:37,73,64,2,23:33,4,0,0,0,0,0
UA,7/23/2022,535,N38451,ORD,0:15,0:08,114,109,-7,23:51,17,0,0,0,0,0
UA,7/23/2022,604,N451UA,DEN,15:04,15:12,199,203,8,15:08,4,0,0,0,0,0
UA,7/23/2022,2615,N804UA,IAD,23:35,23:52,73,91,17,23:33,19,0,0,17,0,0
UA,7/24/2022,604,N872UA,DEN,15:04,15:11,199,187,7,15:06,5,0,0,0,0,0
